Date,Value
2003-09-26,6843687
2003-09-29,14867417
2003-09-30,7797854
2003-10-01,6701686
2003-10-02,6550805
2003-10-03,6590306
2003-10-06,2880091
2003-10-07,3900980
2003-10-08,5647761
2003-10-09,6512272
2003-10-10,3165908
2003-10-13,3321443
2003-10-14,4772075
2003-10-15,5381696
2003-10-16,3413700
2003-10-17,3511663
2003-10-20,3575117
2003-10-21,5809879
2003-10-22,4744222
2003-10-23,3449725
2003-10-24,3417311
2003-10-27,1944255
2003-10-28,7305214
2003-10-29,3774458
2003-10-30,4443539
2003-10-31,4569658
2003-11-03,5910734
2003-11-04,5352104
2003-11-05,6747513
2003-11-06,9974929
2003-11-07,32810084
2003-11-10,9243342
2003-11-11,6105671
2003-11-12,4717873
2003-11-13,4433696
2003-11-14,6790522
2003-11-17,4589015
2003-11-18,7586700
2003-11-19,4336549
2003-11-20,5642837
2003-11-21,4155934
2003-11-24,7184573
2003-11-25,6288803
2003-11-26,3285845
2003-11-28,1575051
2003-12-01,4026721
2003-12-02,4390894
2003-12-03,5419109
2003-12-04,3989880
2003-12-05,4277218
2003-12-08,2604497
2003-12-09,4567781
2003-12-10,4343254
2003-12-11,5306315
2003-12-12,5355708
2003-12-15,4757553
2003-12-16,4595726
2003-12-17,3813359
2003-12-18,3336423
2003-12-19,7014443
2003-12-22,2835221
2003-12-23,5524192
2003-12-24,1610329
2003-12-26,2780047
2003-12-29,5781561
2003-12-30,4206775
2003-12-31,3798219
2004-01-02,3332915
2004-01-05,4395717
2004-01-06,8354335
2004-01-07,5137892
2004-01-08,3311929
2004-01-09,5856446
2004-01-12,4140577
2004-01-13,6612512
2004-01-14,4163114
2004-01-15,4652767
2004-01-16,3451110
2004-01-20,3726950
2004-01-21,3776896
2004-01-22,4625472
2004-01-23,3686202
2004-01-26,3007267
2004-01-27,7137717
2004-01-28,4698748
2004-01-29,7102506
2004-01-30,3564262
2004-02-02,4284170
2004-02-03,3192858
2004-02-04,3338575
2004-02-05,2536296
2004-02-06,3599623
2004-02-09,2857345
2004-02-10,3893614
2004-02-11,5637255
2004-02-12,7474927
2004-02-13,13349967
2004-02-17,4399686
2004-02-18,2446202
2004-02-19,4820059
2004-02-20,4721590
2004-02-23,6518962
2004-02-24,5412141
2004-02-25,4985169
2004-02-26,2634591
2004-02-27,4550608
2004-03-01,3870323
2004-03-02,6213876
2004-03-03,4220899
2004-03-04,3156707
2004-03-05,2711076
2004-03-08,3552795
2004-03-09,2835841
2004-03-10,3680179
2004-03-11,4024165
2004-03-12,2887949
2004-03-15,3217950
2004-03-16,4565121
2004-03-17,4008250
2004-03-18,4035441
2004-03-19,3460722
2004-03-22,4408436
2004-03-23,4401290
2004-03-24,6013146
2004-03-25,7619303
