Date,Value
11/02/2015,18683.24
12/01/2015,20012.4
01/04/2016,18450.98
02/01/2016,17865.23
03/01/2016,16085.51
04/01/2016,16164.16
05/02/2016,16147.38
06/01/2016,16955.73
07/01/2016,15682.48
08/01/2016,16635.77
09/01/2016,16926.84
10/03/2016,16598.67
11/01/2016,17442.4
12/01/2016,18513.12
01/04/2017,19594.16
02/01/2017,19148.08
03/01/2017,19393.54
04/03/2017,18983.23
05/01/2017,19310.52
06/01/2017,19860.03
07/03/2017,20055.8
08/01/2017,19985.79
09/01/2017,19691.47
10/02/2017,20400.78
11/01/2017,22420.08
12/01/2017,22819.03
01/04/2018,23506.33
02/01/2018,23486.11
03/01/2018,21724.47
04/02/2018,21388.58
05/01/2018,22508.03
06/01/2018,22171.35
07/02/2018,21811.93
08/01/2018,22746.7
09/03/2018,22707.38
10/01/2018,24245.76
11/01/2018,21687.65
12/03/2018,22574.76
01/04/2019,19561.96
02/01/2019,20788.39
03/01/2019,21602.69
04/01/2019,21509.03
05/07/2019,21923.72
06/03/2019,20410.88
07/01/2019,21729.97
08/01/2019,21540.99
09/02/2019,20620.19
10/01/2019,21885.24
11/01/2019,22850.77
12/02/2019,23529.5
01/06/2020,23204.86
02/03/2020,22971.94
03/02/2020,21344.08
04/01/2020,18065.41
05/01/2020,19619.35
06/01/2020,22062.39
07/01/2020,22121.73
08/03/2020,22195.38
09/01/2020,23138.07
10/01/2020,23185.12
11/02/2020,23295.48
12/01/2020,26787.54
01/04/2021,27258.38
02/01/2021,28091.05
03/01/2021,29663.5
04/01/2021,29388.87
05/06/2021,29331.37
06/01/2021,28814.34
07/01/2021,28707.04
08/02/2021,27781.02
09/01/2021,28451.02
10/01/2021,28771.07
11/01/2021,29647.08
12/01/2021,27935.62
01/04/2022,29301.79
02/01/2022,27078.48
03/01/2022,26844.72
04/01/2022,27665.98
05/02/2022,26818.53
06/01/2022,27457.89
07/01/2022,25935.62
08/01/2022,27993.35
09/01/2022,27661.47
10/03/2022,26215.79
11/01/2022,27678.92
12/01/2022,28226.08
01/04/2023,25716.86
02/01/2023,27346.88
03/01/2023,27516.53
04/03/2023,28188.15
05/01/2023,29123.18
06/01/2023,31148.01
07/03/2023,33753.33
08/01/2023,33476.58
09/01/2023,32710.62
10/02/2023,31759.88
11/01/2023,31601.65
12/01/2023,33431.51
01/04/2024,33288.29
02/01/2024,36011.46
03/01/2024,39910.82
04/01/2024,39803.09
05/01/2024,38274.05
06/03/2024,38923.03
07/01/2024,39631.06
08/01/2024,38126.33
09/02/2024,38700.87
10/01/2024,38651.97
11/01/2024,38053.67
12/02/2024,38513.02
01/06/2025,39307.05
02/03/2025,38520.09
03/03/2025,37785.47
04/01/2025,35624.48
05/01/2025,36452.3
06/02/2025,37470.67
07/01/2025,39986.33
08/01/2025,40799.6
